DateVal,TotalUKCases,NewUKCases,TotalUKDeaths,DailyUKDeaths,EnglandCases,EnglandDeaths,ScotlandCases,ScotlandDeaths,WalesCases,WalesDeaths,NICases,NIDeaths
2020-03-30,22141,2619,1408,180,18594,1284,1563,41,1451,62,533,21
